Mat.Typ,Material,Base Unit of Measure,Mat.Desc,Plant,Mat.Grp,Mat.Grp Desc,Sub group,Sub Group Desc,Split Valuation Status,Serial Number Status
ZTOW,4300001651,TO,"X-ARM,TWR,S/C,A TYPE,QUAD MOOSE,420KV",4226,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001650,TO,"X-ARM,TWR,S/C,A TYPE,QUAD BERS,765KV",4250,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001649,TO,"X-ARM,TWR,S/C,A TYPE,PANTHER,145KV",4217,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001648,TO,"X-ARM,TWR,S/C,A TYPE,MOOSE,245KV",4142,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001647,TO,"X-ARM,TWR,D/C,END TYPE,ZEBRA,245KV",4138,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001646,TO,"X-ARM,TWR,D/C,END TYPE,ZEBRA,145KV",4132,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001645,TO,"X-ARM,TWR,D/C,END TYPE,TWIN MOOSE,420KV",5199,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001644,TO,"X-ARM,TWR,D/C,END TYPE,TWIN MOOSE,245KV",4220,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001643,TO,"X-ARM,TWR,D/C,END TYPE,QUAD MOOSE,420KV",4244,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001642,TO,"X-ARM,TWR,D/C,END TYPE,PANTHER,145KV",4231,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001641,TO,"X-ARM,TWR,D/C,END TYPE,MOOSE,245KV",4261,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001640,TO,"X-ARM,TWR,D/C,D TYPE,ZEBRA,245KV",4272,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001639,TO,"X-ARM,TWR,D/C,D TYPE,ZEBRA,145KV",4262,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001638,TO,"X-ARM,TWR,D/C,D TYPE,TWIN MOOSE,420KV",4136,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001637,TO,"X-ARM,TWR,D/C,D TYPE,TWIN MOOSE,245KV",4159,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001636,TO,"X-ARM,TWR,D/C,D TYPE,QUAD MOOSE,420KV",3151,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001635,TO,"X-ARM,TWR,D/C,D TYPE,QUAD BERS,765KV",4138,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001634,TO,"X-ARM,TWR,D/C,D TYPE,PANTHER,145KV",4154,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001633,TO,"X-ARM,TWR,D/C,D TYPE,MOOSE,245KV",4178,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001632,TO,"X-ARM,TWR,D/C,C TYPE,ZEBRA,245KV",4208,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001631,TO,"X-ARM,TWR,D/C,C TYPE,ZEBRA,145KV",4252,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001630,TO,"X-ARM,TWR,D/C,C TYPE,TWIN MOOSE,420KV",4208,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001629,TO,"X-ARM,TWR,D/C,C TYPE,TWIN MOOSE,245KV",2287,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001628,TO,"X-ARM,TWR,D/C,C TYPE,QUAD MOOSE,420KV",4275,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001627,TO,"X-ARM,TWR,D/C,C TYPE,QUAD BERS,765KV",4194,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001626,TO,"X-ARM,TWR,D/C,C TYPE,PANTHER,145KV",4248,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001625,TO,"X-ARM,TWR,D/C,C TYPE,MOOSE,245KV",3176,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001624,TO,"X-ARM,TWR,D/C,B TYPE,ZEBRA,245KV",4269,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001623,TO,"X-ARM,TWR,D/C,B TYPE,ZEBRA,145KV",4178,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001622,TO,"X-ARM,TWR,D/C,B TYPE,TWIN MOOSE,420KV",3243,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001621,TO,"X-ARM,TWR,D/C,B TYPE,TWIN MOOSE,245KV",3280,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001620,TO,"X-ARM,TWR,D/C,B TYPE,QUAD MOOSE,420KV",4134,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001619,TO,"X-ARM,TWR,D/C,B TYPE,QUAD BERS,765KV",4269,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001618,TO,"X-ARM,TWR,D/C,B TYPE,PANTHER,145KV",4155,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001617,TO,"X-ARM,TWR,D/C,B TYPE,MOOSE,245KV",4209,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001616,TO,"X-ARM,TWR,D/C,A TYPE,ZEBRA,245KV",4118,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001615,TO,"X-ARM,TWR,D/C,A TYPE,ZEBRA,145KV",4278,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001614,TO,"X-ARM,TWR,D/C,A TYPE,TWIN MOOSE,420KV",4173,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001613,TO,"X-ARM,TWR,D/C,A TYPE,TWIN MOOSE,245KV",4201,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001612,TO,"X-ARM,TWR,D/C,A TYPE,QUAD MOOSE,420KV",4268,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001611,TO,"X-ARM,TWR,D/C,A TYPE,QUAD BERS,765KV",3243,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001610,TO,"X-ARM,TWR,D/C,A TYPE,PANTHER,145KV",4212,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001609,TO,"X-ARM,TWR,D/C,A TYPE,MOOSE,245KV",4173,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001608,TO,"TEMPLATE,TWR,S/C,END,ZEBRA,245KV",2150,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001607,TO,"TEMPLATE,TWR,S/C,END,ZEBRA,145KV",4127,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001606,TO,"TEMPLATE,TWR,S/C,END,TWN MOOSE,420KV",4126,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001605,TO,"TEMPLATE,TWR,S/C,END,TWN MOOSE,245KV",3280,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001604,TO,"TEMPLATE,TWR,S/C,END,TWINMOOSE,420KV",2198,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001603,TO,"TEMPLATE,TWR,S/C,END,TWINMOOSE,245KV",4208,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001602,TO,"TEMPLATE,TWR,S/C,END,QUD MOOSE,420KV",4160,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001601,TO,"TEMPLATE,TWR,S/C,END,QUD BERS,765KV",4187,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001600,TO,"TEMPLATE,TWR,S/C,END,QUADMOOSE,420KV",3243,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001599,TO,"TEMPLATE,TWR,S/C,END,QUAD BERS,765KV",4113,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001598,TO,"TEMPLATE,TWR,S/C,END,PANTHER,145KV",4140,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001597,TO,"TEMPLATE,TWR,S/C,END,MOOSE,245KV",4240,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001596,TO,"TEMPLATE,TWR,S/C,D,ZEBRA,245KV",4235,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001595,TO,"TEMPLATE,TWR,S/C,D,ZEBRA,145KV",4275,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001594,TO,"TEMPLATE,TWR,S/C,D,TWN MOOSE,420KV",3243,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001593,TO,"TEMPLATE,TWR,S/C,D,TWN MOOSE,245KV",4233,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001592,TO,"TEMPLATE,TWR,S/C,D,TWIN MOOSE,420KV",3158,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001591,TO,"TEMPLATE,TWR,S/C,D,TWIN MOOSE,245KV",4218,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001590,TO,"TEMPLATE,TWR,S/C,D,QUD MOOSE,420KV",3124,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001589,TO,"TEMPLATE,TWR,S/C,D,QUD BERS,765KV",3176,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001588,TO,"TEMPLATE,TWR,S/C,D,QUAD MOOSE,420KV",4114,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001587,TO,"TEMPLATE,TWR,S/C,D,QUAD BERS,765KV",3104,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001586,TO,"TEMPLATE,TWR,S/C,D,PANTHER,145KV",4277,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001585,TO,"TEMPLATE,TWR,S/C,D,MOOSE,245KV",4222,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001584,TO,"TEMPLATE,TWR,S/C,C,ZEBRA,245KV",4115,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001583,TO,"TEMPLATE,TWR,S/C,C,ZEBRA,145KV",4171,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001582,TO,"TEMPLATE,TWR,S/C,C,TWN MOOSE,420KV",5192,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001581,TO,"TEMPLATE,TWR,S/C,C,TWN MOOSE,245KV",4142,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001580,TO,"TEMPLATE,TWR,S/C,C,TWIN MOOSE,420KV",3144,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001579,TO,"TEMPLATE,TWR,S/C,C,TWIN MOOSE,245KV",4119,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001578,TO,"TEMPLATE,TWR,S/C,C,QUD MOOSE,420KV",3167,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001577,TO,"TEMPLATE,TWR,S/C,C,QUD BERS,765KV",3254,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001576,TO,"TEMPLATE,TWR,S/C,C,QUAD MOOSE,420KV",4213,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001575,TO,"TEMPLATE,TWR,S/C,C,QUAD BERS,765KV",4272,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTEQ,4200000292,NO," OCB,36KV",4165,M0006,CIRCUIT BREAKER,EX-M0006-006,33 MOCB,YES,YES
ZTOW,4300001573,TO,"TEMPLATE,TWR,S/C,C,MOOSE,245KV",4119,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001572,TO,"TEMPLATE,TWR,S/C,B,ZEBRA,245KV",4288,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001571,TO,"TEMPLATE,TWR,S/C,B,ZEBRA,145KV",2242,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001570,TO,"TEMPLATE,TWR,S/C,B,TWN MOOSE,420KV",4110,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001569,TO,"TEMPLATE,TWR,S/C,B,TWN MOOSE,245KV",4186,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001568,TO,"TEMPLATE,TWR,S/C,B,TWIN MOOSE,420KV",4152,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001567,TO,"TEMPLATE,TWR,S/C,B,TWIN MOOSE,245KV",4182,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001566,TO,"TEMPLATE,TWR,S/C,B,QUD MOOSE,420KV",4155,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001565,TO,"TEMPLATE,TWR,S/C,B,QUD BERS,765KV",4241,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001564,TO,"TEMPLATE,TWR,S/C,B,QUAD MOOSE,420KV",4110,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001563,TO,"TEMPLATE,TWR,S/C,B,QUAD BERS,765KV",4253,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTEQ,4200002870,NO,"PG CLAMP,TARANTULLA/MOOSE",4203,M0033,"S/S CLMP,CONNCTR,H/W",EX-M0033-004,PG CLAMPS,YES,NO
ZTOW,4300001561,TO,"TEMPLATE,TWR,S/C,B,MOOSE,245KV",4271,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001560,TO,"TEMPLATE,TWR,S/C,A,ZEBRA,245KV",4153,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001559,TO,"TEMPLATE,TWR,S/C,A,ZEBRA,145KV",4231,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001558,TO,"TEMPLATE,TWR,S/C,A,TWN MOOSE,420KV",4284,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001557,TO,"TEMPLATE,TWR,S/C,A,TWN MOOSE,245KV",4263,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001556,TO,"TEMPLATE,TWR,S/C,A,TWIN MOOSE,420KV",4209,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001555,TO,"TEMPLATE,TWR,S/C,A,TWIN MOOSE,245KV",4108,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001554,TO,"TEMPLATE,TWR,S/C,A,QUD MOOSE,420KV",4218,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001553,TO,"TEMPLATE,TWR,S/C,A,QUD BERS,765KV",4180,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001552,TO,"TEMPLATE,TWR,S/C,A,QUAD MOOSE,420KV",4204,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001551,TO,"TEMPLATE,TWR,S/C,A,QUAD BERS,765KV",2198,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTEQ,4200002305,KG,"BOLT,WITH NUT&WASHER,GI,M16X50MM",4215,M0033,"S/S CLMP,CONNCTR,H/W",EX-M0033-003,NUT & BOLTS,YES,NO
ZTOW,4300001549,TO,"TEMPLATE,TWR,S/C,A,MOOSE,245KV",4118,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001548,TO,"TEMPLATE,TWR,EXT,S/C,END,ZEBRA,245KV",4262,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001547,TO,"TEMPLATE,TWR,EXT,S/C,END,ZEBRA,145KV",4137,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001546,TO,"TEMPLATE,TWR,EXT,S/C,END,TWN MOOSE,420KV",4105,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001545,TO,"TEMPLATE,TWR,EXT,S/C,END,TWN MOOSE,245KV",4237,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001544,TO,"TEMPLATE,TWR,EXT,S/C,END,TWINMOOSE,420KV",4112,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001543,TO,"TEMPLATE,TWR,EXT,S/C,END,TWINMOOSE,245KV",4203,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001542,TO,"TEMPLATE,TWR,EXT,S/C,END,QUD MOOSE,420KV",3259,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001541,TO,"TEMPLATE,TWR,EXT,S/C,END,QUD BERS,765KV",4275,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001540,TO,"TEMPLATE,TWR,EXT,S/C,END,QUADMOOSE,420KV",4141,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001539,TO,"TEMPLATE,TWR,EXT,S/C,END,QUAD BERS,765KV",4218,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001538,TO,"TEMPLATE,TWR,EXT,S/C,END,PANTHER,145KV",4152,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001537,TO,"TEMPLATE,TWR,EXT,S/C,END,MOOSE,245KV",2198,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001536,TO,"TEMPLATE,TWR,EXT,S/C,D,ZEBRA,245KV",4290,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001535,TO,"TEMPLATE,TWR,EXT,S/C,D,ZEBRA,145KV",4265,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001534,TO,"TEMPLATE,TWR,EXT,S/C,D,TWN MOOSE,420KV",4133,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001533,TO,"TEMPLATE,TWR,EXT,S/C,D,TWN MOOSE,245KV",4263,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001532,TO,"TEMPLATE,TWR,EXT,S/C,D,TWIN MOOSE,420KV",2150,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001531,TO,"TEMPLATE,TWR,EXT,S/C,D,TWIN MOOSE,245KV",4171,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001530,TO,"TEMPLATE,TWR,EXT,S/C,D,QUD MOOSE,420KV",3176,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001529,TO,"TEMPLATE,TWR,EXT,S/C,D,QUD BERS,765KV",2198,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001528,TO,"TEMPLATE,TWR,EXT,S/C,D,QUAD MOOSE,420KV",4230,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001527,TO,"TEMPLATE,TWR,EXT,S/C,D,QUAD BERS,765KV",4204,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001526,TO,"TEMPLATE,TWR,EXT,S/C,D,PANTHER,145KV",3104,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001525,TO,"TEMPLATE,TWR,EXT,S/C,D,MOOSE,245KV",4258,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001524,TO,"TEMPLATE,TWR,EXT,S/C,C,ZEBRA,245KV",4142,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001523,TO,"TEMPLATE,TWR,EXT,S/C,C,ZEBRA,145KV",4138,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001522,TO,"TEMPLATE,TWR,EXT,S/C,C,TWN MOOSE,420KV",4207,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001521,TO,"TEMPLATE,TWR,EXT,S/C,C,TWN MOOSE,245KV",4164,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001520,TO,"TEMPLATE,TWR,EXT,S/C,C,TWIN MOOSE,420KV",4134,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001519,TO,"TEMPLATE,TWR,EXT,S/C,C,TWIN MOOSE,245KV",4263,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001518,TO,"TEMPLATE,TWR,EXT,S/C,C,QUD MOOSE,420KV",4178,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001517,TO,"TEMPLATE,TWR,EXT,S/C,C,QUD BERS,765KV",4268,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001516,TO,"TEMPLATE,TWR,EXT,S/C,C,QUAD MOOSE,420KV",3280,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001515,TO,"TEMPLATE,TWR,EXT,S/C,C,QUAD BERS,765KV",4147,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZSPR,4000000041,NO,"BASE,FUSE",2198,M0019,ACDB/DCDB/JBS/BMKS,EX-M0019-005,MCB FUSES MISC. ITEM,YES,NO
ZTOW,4300001513,TO,"TEMPLATE,TWR,EXT,S/C,C,MOOSE,245KV",3259,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001512,TO,"TEMPLATE,TWR,EXT,S/C,B,ZEBRA,245KV",4106,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001511,TO,"TEMPLATE,TWR,EXT,S/C,B,ZEBRA,145KV",4231,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001510,TO,"TEMPLATE,TWR,EXT,S/C,B,TWN MOOSE,420KV",4148,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001509,TO,"TEMPLATE,TWR,EXT,S/C,B,TWN MOOSE,245KV",4246,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001508,TO,"TEMPLATE,TWR,EXT,S/C,B,TWIN MOOSE,420KV",4172,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001507,TO,"TEMPLATE,TWR,EXT,S/C,B,TWIN MOOSE,245KV",3221,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001506,TO,"TEMPLATE,TWR,EXT,S/C,B,QUD MOOSE,420KV",4127,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001501,TO,"TEMPLATE,TWR,EXT,S/C,B,MOOSE,245KV",4232,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001500,TO,"TEMPLATE,TWR,EXT,S/C,A,ZEBRA,245KV",4208,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001499,TO,"TEMPLATE,TWR,EXT,S/C,A,ZEBRA,145KV",4119,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001498,TO,"TEMPLATE,TWR,EXT,S/C,A,TWN MOOSE,420KV",4203,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001497,TO,"TEMPLATE,TWR,EXT,S/C,A,TWN MOOSE,245KV",4231,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001496,TO,"TEMPLATE,TWR,EXT,S/C,A,TWIN MOOSE,420KV",4279,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001495,TO,"TEMPLATE,TWR,EXT,S/C,A,TWIN MOOSE,245KV",4232,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
ZTOW,4300001494,TO,"TEMPLATE,TWR,EXT,S/C,A,QUD MOOSE,420KV",4187,M0044,TOWER ACCESSORIES,EX-M0044-001,TOWER ACC,YES,NO
