"AG
Code",AG Code Description,"Main A/c
Code",Main Account Code Description,"Existing
Account
Codes","Erstwhile Specific Account Code
Description",GL Code,GL Description on ERP
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001267,Main-PUNB-0709002100021860- ETC-Jhansi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001269,Main-PUNB-2802002101036984- ETD-Orai
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001270,Main-PUNB-0540002100188368- ETD-Banda
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430001275,Main-CBIN-1439501784-ETCD-I- Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001278,Main-PUNB-4917002100001162- ET&CD-Mathura
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001281,Main-PUNB-4576002100003929- ETD-Hamirpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430001287,Main-PUNB-1914002100097134- ZAO TNE
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430001293,Main-IDIB-7440508568-ETC- Mirzapur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430001901,Main-SBI-41628785424-DSM Pool Intra State
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430001902,Main-SBI-41528764836-SLDC Main Acctt
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002101,Main-PUNB-0294002110004119- FM-HQ
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002107,Main-PUNB-0369002100002791- EFU-Naini Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430002114,Main-SBI-11137775121-ETD- Mirzapur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002115,Main-PUNB-4045002101941717- ETD-IV-Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002123,Main-PUNB-0316002100027406-E- 400 KV S/S -Mau
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002125,Main-PUNB-0183002100026243- ETD-I-GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002130,Main-PUNB-39630021100016883- ETD-II-Basti
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002131,Main-PUNB-504002100012364- ETC-Azamgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002135,Main-PUNB-4780002100001843- ETD-II-Jaunpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002152,Main-PUNB-3126002100001910- ETD-Sultanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002163,Main-PUNB-0043002100037996- ETD-I-Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002167,Main-CBIN-1366778443-ETCC- Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002180,Main-CBIN-3425751556-ETD- Unnao
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002195,Main-ICICI-628105035856 -TBU
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002206,Main-PUNB-0332002100027440- ETD-Muzafarnagar
24,Cash and Bank,24.3,Collecting Banks Accounts,24 416,,2430002209,Main-ICIC-746505000604-ETD-II- Saharanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002210,Main-PUNB-424000104100312- ETD-Shamli
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002213,Main-PUNB-0180002100104337- ETD-II-Ghaziabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002215,Main-PUNB-4187002100014899- ETD-Hapur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002216,Main-PUNB-0774002100004232-E 400KV S/S DIV-Murdngr
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002218,Main-PUNB-2726002100059156- ETD-I-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002225,Main-PUNB-932002100118265- ETD-Rampur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002227,Main-PUNB-0056002100013088- ETD-Bijnor
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002230,Main-CBIN-1403901284-ETCD- Meerut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002235,Main-PUNB-4429002100008190- ET&CD-II-Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430002247,Main-SBI-10766919371-ETD- Mathura
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430002252,Main-ICIC-628705011673- 400KvDiv-South-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430002254,Main-SBI-10975836430-ETC- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002262,Main-CBIN-1439501762-400KvDiv- Panki
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002268,Main-PUNB-0709002100004951- ETD-Jhansi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002271,Main-PUNB-2802002101039273- 400 KV S/S Div-Orai
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430002272,Main-PUNB-0540002100191937- 400 kv Div-Banda
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430002277,Main-CBIN-3527246810-ETCD-II- Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002287,Main-ICIC-0740905000945-ZAO TNE GORAKHPUR
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430002290,Main-ICIC-090605002775-E T & CD GHAZIPUR
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430002901,Main-SBI-41628783493-DSM Pool Wind & Solar
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003101,Main-CBIN-1444327117-FM-HQ- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003110,Main-PUNB-0369002110002019- ETD-III-Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003133,Main-PUNB-0504002100003953- E400 KV S/S-Azamgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430003137,Main-SBI-10852134156-ETCD- Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003140,Main-PUNB-0183002100036806- ET&CD-GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003143,Main-SBI-0587005500000235- ETCD-BASTI
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430003150,Main-CBIN-1366777926-ZAO-TC- Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003153,Main-PUNB-3126002100002344- E400KV S/S Div-Sultanpr
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003164,Main-PUNB-0043002100061489- ETD-II-Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003179,Main-PUNB-3355002101008763-E 765KV S/S Div-Unao
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430003191,Main-CBIN-1403900495-EMTD- Meerut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003217,Main-PUNB-774002100022739-E 400KVS/S DIV-II-Murdng
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003219,Main-PUNB-2726002100059031- ETD-II-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430003221,Main-IDIB-7107816836-ETC1- Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430003238,Main-SBI-10888626090-ECTD- Ghaziabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003241,Main-PUNB-3720002100038396- ECTD-Muzafarnagar
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430003251,Main-SBI-37271548862-E400KV- Mathura
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430003253,Main-ICIC-628705501013-ETD-III- Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430003255,Main-SBI-10975837740-ETD1- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003279,Main-PUNB-540002100192015- ET&CD-Banda
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430003284,Main-ICIC-032605011896-ECTD- Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430003285,Main-PUNB-3672002110000639- ECTD-Jhansi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430004101,Main-ICIC-628105025717-FM-HQ- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430004118,Main-SBI-10317361828-ETD1- Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430004126,Main-SBI-10887544323-ETD2-GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004139,Main-PUNB-0504002100006303- ET&CD-Azamgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004144,Main-PUNB-8832005900000016- ECTC-Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430004150,Main-ICICI-237605002472-ZAO-TC- LUCKNOW
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004169,Main-PUNB-3126002100019957- ET&CD-Sultanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004171,Main-PUNB-0043002100037923- ETCD-Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430004177,Main-CBIN-1277784333- E400kvDiv-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430004201,Main-HDFC-50200041442802-ETD- Meerut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004219,Main-PUNB-2726002100054142- ETD-II-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430004222,Main-SBI-10896364247-ETD1- Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430004231,Main-SBI-10149900134-ETCD- Ghaziabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004234,Main-PUNB-3720002100040009- ET&CD-Muzafarnagar
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430004245,Main-ICIC-628705009698-ETD-II- Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430004258,Main-SBI-35744353575-400KVDiv- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004259,Main-PUNB-0727002100004177- ETC-I-Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004276,Main-PUNB-9892005500000011- ET&CD-Jhansi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430004280,Main-PUNB-0540002100192006- ETC-Banda
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430004291,Main-HDFC-50100490188811-ETC- Mathura
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430005101,Main-ICIC-628105035856--FM-HQ- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005104,Main-SBI-10301761244-ETC1- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005116,Main-PUNB-4045002101942734- ETC-Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005147,Main-SBI-10852134054- ETCD- Azamgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005149,Main-SBI-39356752800-ECTC-GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005162,Main-SBI-10897666087-ETC- Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005187,Main-SBI-34622952418-ECTD- Sultanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430005197,Main-CBIN-3803765988-EMTD Gomti Nagar Lko
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005202,Main-PUNB-2512002100023363- ETD-II-Merrut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005211,Main-PUNB-0180002100030346- ETC-Ghaziabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005223,Main-IDIB-7107800519-ETD2- Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005233,Main-PUNB-2726002100059174- ET&CD-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005260,Main-PUNB-0746002100006255- ETD-I-Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005273,Main-PUNB-0983002100006892- ET&C DIV-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430005274,Main-SBI-10975838381-ET&CD- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430005286,Main-PUNB-0540002100192246- ECTD-Banda
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430005292,Main-ICIC-024905005279-ZAO TSC JHANSI
24,Cash and Bank,24.3,Collecting Banks Accounts,24 416,,2430006101,Main-HDFC-50200026170132-FM- HQ-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430006111,Main-SBI-35664837818-ETD4- PRAYAGRAJ
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430006119,Main-ICIC-259005500085-ETD-III- Sahupuri/Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430006182,Main-PUNB-0758002100001581- ECTD-II-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430006183,Main-SBI-10897666032-ECTD- Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430006220,Main-PUNB-0109012100000756-E 400KV S/S Div-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430006224,Main-SBI-10896364236-E400KvD- Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430006240,Main-PUNB-2512002100023327- ECTD-Merrut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430006242,Main-PUNB-1842002100045302- ZAO TS-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430006263,Main-PUNB-1035002100001555- ETD-II-Kanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430006283,Main-SBI-10975837739-ECTD- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,24 4091,,2430007101,Main-IDIB-7004642740-FM-HQ
24,Cash and Bank,24.3,Collecting Banks Accounts,24 416,,2430007119,Main-HDFC-50200024299264-ETD- III-Sahupuri Chandaul
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430007127,Main-SBI-10490682056-E400KV- GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430007141,Main-SBI-37713613108-ETCD2- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430007148,Main-PUNB-4045002101942637- ECTD-Vranasi
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430007161,Main-PUNB-6193005500000067- ETD-III-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430007199,Main-PUNB-4442002100001451- ChiefEngineerTW- Merrut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430007236,Main-PUNB-4663002100001548- ET&CD-Greater Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430007237,Main-SBI-10896365149-ECTD- Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430007242,Main-ICIC-80805002082-ZAO TS- Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430007244,Main-SBI-10579152122-ETD1-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,24 4091,,2430008101,Main-IDIB-7045638407-FM-HQ
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430008109,Main-SBI-11075909620-ETD2- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430008158,Main-PUNB-2408002190005438- ETC-I-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430008200,Main-SBI-11047201099-ETC- Meerut
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430008239,Main-PUNB-4663002100000545- ECTD-G.B Nagar
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430008243,Main-SBI-10142010241-ETC-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430009101,Main-ICIC-628105038318-FM-HQ- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430009144,Main-SBI-11075911380-ECTC- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430009159,Main-PUNB-0758002100008830- ETD-I-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430009201,Main-ICIC-97505004181-ETD MEERUT
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430009246,Main-SBI-10197087460-E400KVD- Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430010101,Main-BOM-60427545319-FM-HQ
24,Cash and Bank,24.3,Collecting Banks Accounts,24 416,,2430010145,Main-HDFC-50100154723025- ECTD-Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430010160,Main-PUNB-0758002100009361- ETD-II-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430010193,Main-PUNB-0294002101248102- FM-HQ-LKO-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430010282,Main-SBI-30065294923-ECTD-Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430011101,Main-ICIC-628105039194-FM-HQ- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430011136,Main-SBI-11075909653-ETCD1- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430011181,Main-PUNB-2408002190000682- ECTC-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430011193,Main-PUNB-717700210000126- FM-HQ-LKO-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430012103,Main-CBIN-1437453050-ZAO-TSE- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430012185,Main-PUNB-0301002100037021- ECTD-I-ILucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430012193,Main-SBI-35406729716-FM-HQ- LKO-II
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430013103,Main-ICIC-628205028432-ZAO- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430013176,Main-SBI-10101985921-ETC2-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430014184,Main-SBI-10101985353-CETC1- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430014193,Main-HDFC-50100486520259-FM- HQ-LKO-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430015186,Main-SBI-30081657774-CETC2- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430015193,Main-HDFC-50100486520262-FM- HQ-LKO-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430016192,Main-SBI-30231982762-HPU-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430017193,Main-SBI-35406771779-EDCircle2- Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430017194,Main-SBI-10101985331-PSSB-SLDC- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430018193,Main-RBI-10696501087-HQ-Fund Mgmt-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430019188,Main-PUNB-0758002100002076- EMTC-Lucknow
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2430019193,Main-ICICI-628105038976-HQ- Fund Mgmt-II
24,Cash and Bank,24.3,Collecting Banks Accounts,24 402,,2430020170,Main-CBIN-3020056628-ETCD- Sarojninagar-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430021194,Main-ICIC-628105029041-PSSB- SLDC-LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,24 407,,2430021288,"Main-ICIC-628105033632-DSM Pool (SLDC), Lucknow"
24,Cash and Bank,24.3,Collecting Banks Accounts,24 403,,2430022289,Main-PUNB-1914002100097259- EM&TD-Gorakhpur
24,Cash and Bank,24.3,Collecting Banks Accounts,24 401,,2430023146,Main-SBI-10552752899-ECTD- Gorakhpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431000141,Receipt-PNB-8636005500000012- ET&CD-II-Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001101,Rect-SBI-30169018220-FM-HQ
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001105,Receipt-SBI-10301761528-ETD1- Allahabad/Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001106,Receipt-SBI-35652216135-ETD- Pratapgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001108,Rect-PUNB-7580005900000017- ETD-Fatehpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001109,Rect-ICIC-66005001488-ETD-II- Prayagraj
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001112,Rect-ICIC-89105001261
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001113,Rect-ICIC-159105000001- ETD765Kv-Anpara
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001117,Rect-PUNB-4972002100000203-E 400KV S/S-Sarnath
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001120,Rect-PUNB-6176002100000821- ETD-I-Ballia
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001121,Rect-CBIN-3528384962-ETD-Mau
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001122,Receipt-SBI-10852134076-ETD- GHAZIPUR
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001124,Rect-PUNB-0183002100026359- ETC-GKP
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001128,Rect-PUNB-1507002100034254- ETD-Deoria
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001129,Rect-PUNB-0587002100008030- ETD-I-Basti
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001132,Rect-CBIN-1492742749-ETD- Azamgarh
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001134,Rect-PUNB-2207002100008567- ETD-I-Jaunpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001138,Receipt-SBI-10699044175-ETCD- OBRA
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001142,Rect-IDIB-7258573386-ETCD- Mirzapur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001151,Rect-PUNB-3126002100003334- ETC-Sultanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001154,Rect-PUNB-0181002100120697- ETD-Gonda
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001155,Rect-PUNB-0166002100017202- ETD-Ayodhya/Faizabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001156,Rect-PUNB-0072002101028030- ETD-Bahraich
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001157,Rect-PUNB-4655005800000018- ETD-Raebareli
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001165,Rect-CBIN-1461478316-E400KvDiv- Bareilly
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001166,Rect-PUNB-1243002100804872- ETD-Badaun
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001168,Rect-CBIN-1366064711- ETCD- LKO
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001172,Receipt-PUNB-0423002100107147- ETD-Shahjahanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001173,Receipt-SBI-10906917956-ETD- Sitapur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001174,Main-PUNB-2003002100009078- ETD-Hardoi
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001175,Rect-ICIC-105405012212-ETD- Lakhimpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001178,Rect-CBIN-1457012215-E400KvDiv- Unnao
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001189,Rect-CBIN-1378800249-EMTD- Lucknow/Sarjni Nagar
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001190,Rect-CBIN-1305101199-EMTD- Varanasi
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001195,Receipt-SBI-35302740079-TBU
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001196,Rect-CBIN-3691568509-EMTD- Agra
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001198,Rect-ICI-097505500613-ZAO-TW- Meerut
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001203,Rect-ICIC-080905002668-ETD- Baraut
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001204,Rect-PUNB-0267002100047937- ETD-Khurja
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001205,Rect-PUNB-4568002100003076- ETD-Bulandshar
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001207,Rect-CBIN-1870219615-E400KvDiv- Muzaffarnagar
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001208,Receipt-SBI-10676081012-ETD- Saharanpur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001210,Rect-PUNB-0424002100136809- ETD-Shamli
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001212,Rect-PUNB-0180002100060675- ETD-I-Ghaziabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001214,Rect-ICIC-191805500133-ETD- Muradnagar
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001215,Rect-PUNB-4187002100014871- ETD-Hapur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001218,Rect-PUNB-2726002100049247- ETD-I-Noida
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001225,Rect-PUNB-0932002100115620- ETD-Rampu
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001226,Receipt-SBI-30723557626-ETD- Amroha
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001227,Rect-PUNB-00560021000605809- ETD-Bijnor
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001228,Rect-PUNB-013500VS00000031- ETD-Dhampur
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001229,Receipt-SBI-34729862726-ETCD- Sambhal
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001232,Rect-PUNB-4429002100003858- ET&CD-Moradabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001248,Receipt-SBI-10850294688-ETD- Firozabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001249,Rect-ICIC-088905000265-ETD- Hathras
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001250,Receipt-SBI-37251942497- E765KVD-Fatehabad
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001256,Rect-CBIN-3039499151-ETD-II- Aligarh
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001257,Receipt-SBI-10902934250-ETD- Mainpuri
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001261,Rect-CBIN-1439689006-220KvDiv- Panki
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001264,Receipt-SBI-11122297355-ETD- Etawah
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001265,Rect-PUNB-1934002100114226- ETD-Fategarh
24,Cash and Bank,24.3,Collecting Banks Accounts,New,,2431001266,Rect-PUNB-4591000100094067- EFU-Kannauj
